Marca,SKU,Descripcion, P. Lista USD
DKC,DKRZPCE1660,Placa de montaje 1600x600mm, $ 245.60 
DKC,DKRZPCE1680,Placa de montaje 1600x800mm, $ 306.93 
DKC,DKRZTFE600,"Riel frontal perforado H30 para CQE, DAE y CAE 600 4 Pzas ", $ 88.97 
DKC,DKRZTFE800,"Riel frontal perforado H30 para CQE, DAE y CAE 800 4 Pzas ", $ 105.49 
AUER,AU698800026,"AKV Prensaestopa M20x1.5 p/generadores multitono ""A"" y/o indicadores ""Q""", $ 10.69 
AUER,AU700000900,SIC Set de tornillos, $ 9.31 
AUER,AU710000004,KDH Mini bocina sin cono base gris 12 V DC  Continuo 92dB, $ 88.82 
AUER,AU710000005,KDH Mini bocina sin cono base gris 24 V DC  Continuo 92dB, $ 88.82 
AUER,AU710000013,KDH Mini bocina sin cono base gris 220 V DC  Continuo 92dB, $ 88.82 
AUER,AU710000105,KDH Mini bocina sin cono base gris 24 V AC 50 Hz  Continuo 88dB, $ 80.92 
AUER,AU710000108,KDH Mini bocina sin cono base gris 42 V AC 50 Hz  Continuo 88dB, $ 80.92 
AUER,AU710000113,KDH Mini bocina sin cono base gris 110 V AC 50 Hz  Continuo 88dB, $ 80.92 
AUER,AU710011005,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (AB) base gris 120 V AC , $ 171.14 
AUER,AU710011105,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (AB) base gris 24 V 50Hz, $ 162.31 
AUER,AU710011108,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (AB) base gris 48 V 50Hz, $ 162.31 
AUER,AU710011113,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (AB) base gris 230 V 50H, $ 162.31 
AUER,AU710012005,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (RO) base gris 24 V DC  , $ 171.14 
AUER,AU710012105,"KDL Mini bocina - Indicador sin cono color rojo (sin foco) 24V, tono continuo 88", $ 162.31 
AUER,AU710012108,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (RO) base gris 48 V 50Hz, $ 162.31 
AUER,AU710012113,"KDL Mini bocina - Indicador sin cono color rojo (sin foco) 230V, tono continuo 8", $ 162.31 
AUER,AU710017005,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (AM) base gris 24 V DC  , $ 171.14 
AUER,AU710017105,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (AM) base gris 24 V 50Hz, $ 162.31 
AUER,AU710017108,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (AM) base gris 48 V 50Hz, $ 162.31 
AUER,AU710017113,KDL Mini bocina - Ind. sin cono Ind.LED Fija/Intmitente (AM) base gris 230 V 50H, $ 162.31 
AUER,AU710021005,"KDF Mini bocina - Ind. sin cono,Color Ambar, Xenón Estrobo 1 J (AB) base gris 24", $ 258.57 
AUER,AU710021113,"KDF Mini bocina-Ind. sin cono,Color Ambar, Xenón Estrobo 1 J (AB) base gris 230V", $ 229.74 
AUER,AU710022005,KDF Mini bocina - Indicador sin cono Luz estroboscópica Xenón 1J color rojo 24V., $ 258.57 
AUER,AU710022113,KDF Mini bocina - Indicador sin cono. Luz estroboscópica Xenón 1J color rojo 230, $ 229.74 
AUER,AU710027005,KDF Mini bocina - Ind. sin cono Xenón Estrobo 1 J (AM) base gris 24 V DC  Contin, $ 258.57 
AUER,AU710027113,KDF Mini bocina - Ind. sin cono Xenón Estrobo 1 J (AM) base gris 230/240 V 50Hz , $ 229.74 
AUER,AU710100004,KLH Mini bocina con cono base gris 12 V DC  Continuo 92dB, $ 90.23 
AUER,AU710100005,KLH Mini bocina con cono base gris 24 V DC  Continuo 92dB, $ 90.23 
AUER,AU710100010,KLH Mini bocina con cono base gris 110 V DC  Continuo 92dB, $ 90.23 
AUER,AU710100013,KLH Mini bocina con cono base gris 220 V DC  Continuo 92dB, $ 90.23 
AUER,AU710100105,KLH Mini bocina con cono base gris 24 V AC 50 Hz  Continuo 88dB, $ 82.32 
AUER,AU710100108,KLH Mini bocina con cono base gris 48 V AC 50 Hz  Continuo 88dB, $ 82.32 
AUER,AU710100113,KLH Mini bocina con cono base gris 230 V AC 50 Hz  Continuo 88dB, $ 82.32 
AUER,AU710111005,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (AB) base gris 24 V DC  , $ 172.09 
AUER,AU710111105,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (AB) base gris 24 V 50Hz, $ 166.02 
AUER,AU710111108,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (AB) base gris 48 V 50Hz, $ 166.02 
AUER,AU710111113,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (AB) base gris 230 V 50H, $ 166.02 
AUER,AU710112005,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (RO) base gris 24 V DC  , $ 172.09 
AUER,AU710112105,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (RO) base gris 24 V 50Hz, $ 166.02 
AUER,AU710112108,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (RO) base gris 48 V 50Hz, $ 166.02 
AUER,AU710112113,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (RO) base gris 230 V 50H, $ 166.02 
AUER,AU710117005,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (AM) base gris 24 V DC  , $ 172.09 
AUER,AU710117105,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (AM) base gris 24 V 50Hz, $ 166.02 
AUER,AU710117108,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (AM) base gris 48 V 50Hz, $ 166.02 
AUER,AU710117113,KLL Mini bocina - Ind. con cono Ind.LED Fija/Intmitente (AM) base gris 230 V 50H, $ 166.02 
AUER,AU710121005,KLF Mini bocina - Ind. con cono Xenón Estrobo 1 J (AB) base gris 24 V DC  Contin, $ 260.43 
AUER,AU710121113,KLF Mini bocina - Ind. con cono Xenón Estrobo 1 J (AB) base gris 230/240 V 50Hz , $ 231.60 
AUER,AU710122005,KLF Mini bocina - Ind. con cono Xenón Estrobo 1 J (RO) base gris 24 V DC  Contin, $ 260.43 
AUER,AU710122113,KLF Mini bocina - Ind. con cono Xenón Estrobo 1 J (RO) base gris 230/240 V 50Hz , $ 231.60 
AUER,AU710127005,KLF Mini bocina - Ind. con cono Xenón Estrobo 1 J (AM) base gris 24 V DC  Contin, $ 260.43 
AUER,AU710127113,KLF Mini bocina - Ind. con cono Xenón Estrobo 1 J (AM) base gris 230/240 V 50Hz , $ 231.60 
AUER,AU750001900,VLL SIGNAL50 Indicador Luz Fija color Ambar sin foco hasta 250 V AC/DC, $ 37.67 
AUER,AU750002900,VLL SIGNAL50 Indicador Luz Fija color Rojo sin foco hasta 250 V AC/DC, $ 37.67 
AUER,AU750004900,VLL SIGNAL50 Indicador Luz Fija color Transparente sin foco hasta 250 V AC/DC, $ 37.67 
AUER,AU750005900,VLL SIGNAL50 Indicador Luz Fija color Azul sin foco hasta 250 V AC/DC, $ 37.67 
AUER,AU750006900,VLL SIGNAL50 Indicador Luz Fija color Verde sin foco hasta 250 V AC/DC, $ 37.67 
AUER,AU750007900,VLL SIGNAL50 Indicador Luz Fija color Amarillo sin foco hasta 250 V AC/DC, $ 37.67 
AUER,AU751001310,VDC SIGNAL50 LED Fija (AB)  110/120 V AC, $ 128.82 
AUER,AU751001313,VDC SIGNAL50 LED Fija (AB)  230/240 V AC, $ 128.82 
AUER,AU751001405,VDC SIGNAL50 LED Fija (AB)  24 V AC/DC, $ 119.04 
AUER,AU751002310,VDC SIGNAL50 LED Fija (RO)  110/120 V AC, $ 128.82 
AUER,AU751002313,VDC SIGNAL50 LED Fija (RO)  230/240 V AC, $ 128.82 
AUER,AU751002405,"VDC SIGNAL50, LED integrado, luz fija color rojo 24 V AC/DC", $ 119.04 
AUER,AU751004310,VDC SIGNAL50 LED Fija (TR)  110/120 V AC, $ 150.22 
AUER,AU751004313,VDC SIGNAL50 LED Fija (TR)  230/240 V AC, $ 150.22 
AUER,AU751004405,"VDC SIGNAL50, Módulo transparente luz fija led  24 V AC/DC", $ 141.39 
AUER,AU751005310,VDC SIGNAL50 LED Fija (AZ)  110/120 V AC, $ 150.22 
AUER,AU751005313,VDC SIGNAL50 LED Fija (AZ)  230/240 V AC, $ 150.22 
AUER,AU751005405,"VDC SIGNAL50, LED integrado, luz fija color azul 24 V AC/DC", $ 141.39 
AUER,AU751006310,VDC SIGNAL50 LED Fija (VE)  110/120 V AC, $ 128.82 
AUER,AU751006313,VDC SIGNAL50 LED Fija (VE)  230/240 V AC, $ 128.82 
AUER,AU751006405,"VDC SIGNAL50,  LED integrado, luz fija color verde 24 V AC/DC", $ 119.04 
AUER,AU751007310,VDC SIGNAL50 LED Fija (AM)  110/120 V AC, $ 128.82 
AUER,AU751007313,VDC SIGNAL50 LED Fija (AM)  230/240 V AC, $ 128.82 
AUER,AU751007405,VDC SIGNAL50 LED Fija (AM)  24 V AC/DC, $ 119.04 
AUER,AU760001310,VLB SIGNAL50 Indicador luz intermitente color ambar sin foco 110/120 V AC, $ 87.91 
AUER,AU760001313,VLB SIGNAL50 Indicador luz intermitente color ambar sin foco 230/240 V AC, $ 87.91 
AUER,AU760001405,VLB SIGNAL50 Indicador luz intermitente color ambar sin foco 12-24 V AC/DC, $ 78.60 
AUER,AU760002310,VLB SIGNAL50 Indicador luz intermitente color rojo sin foco 110/120 VAC, $ 87.91 
AUER,AU760002313,VLB SIGNAL50 Indicador luz intermitente color rojo sin foco  230/240 V AC, $ 87.91 
AUER,AU760002405,VLB SIGNAL50 Indicador luz Intermitente color rojo sin foco 12-24 V AC/DC, $ 78.60 
AUER,AU760004310,VLB SIGNAL50 Indicador luz intermitente color transparente sin foco 110/120 V AC, $ 87.91 
AUER,AU760004313,VLB SIGNAL50 Indicador luz intermitente color transparente sin foco 230/240 V AC, $ 87.91 
AUER,AU760004405,VLB SIGNAL50 Indicador luz intermitente color transparente sin foco 12-24 V AC/D, $ 78.60 
AUER,AU760005310,VLB SIGNAL50 Indicador luz intermitente color azul sin foco 110/120 V AC, $ 87.91 
AUER,AU760005313,VLB SIGNAL50 Indicador luz intermitente color azul sin foco 230/240 V AC, $ 87.91 
AUER,AU760005405,VLB SIGNAL50 Indicador luz intermitente color azul sin foco 12-24 V AC/DC, $ 78.60 
AUER,AU760006310,VLB SIGNAL50 Indicador luz intermitente color verde sin foco 110/120 VAC, $ 87.91 
AUER,AU760006313,VLB SIGNAL50 Indicador luz intermitente color verde sin foco 230/240 V AC, $ 87.91 
AUER,AU760006405,VLB SIGNAL50 Indicador luz intermitente color verde sin foco 12-24 V AC/DC, $ 78.60 
AUER,AU760007310,VLB SIGNAL50 Indicador luz intermitente color amarillo sin foco 110/120 VAC, $ 87.91 
AUER,AU760007313,VLB SIGNAL50 Indicador luz intermitente color amarillo sin foco 230/240 V AC, $ 87.91 
AUER,AU760007405,VLB SIGNAL50 Indicador luz intermitente color amarillo sin foco 12-24 V AC/DC, $ 78.60 
AUER,AU761001310,VDA SIGNAL50 LED Intmitente (AB)  110/120 V AC, $ 150.22 
AUER,AU761001405,VDA SIGNAL50 LED Intmitente (AB)  24 V AC/DC, $ 141.84 
AUER,AU761002310,VDA SIGNAL50 LED Intmitente (RO)  110/120 V AC, $ 150.22 
AUER,AU761002405,VDA SIGNAL50 LED Intmitente (RO)  24 V AC/DC, $ 141.84 
AUER,AU761005310,VDA SIGNAL50 LED Intmitente (AZ)  110/120 V AC, $ 150.22 
AUER,AU761005405,VDA SIGNAL50 LED Intmitente (AZ)  24 V AC/DC, $ 141.84 
AUER,AU761006310,VDA SIGNAL50 LED Intmitente (VE)  110/120 V AC, $ 150.22 
AUER,AU761006405,VDA SIGNAL50 LED Intmitente (VE)  24 V AC/DC, $ 141.84 
AUER,AU761007310,VDA SIGNAL50 LED Intmitente (AM)  110/120 V AC, $ 150.22 
AUER,AU761007405,VDA SIGNAL50 LED Intmitente (AM)  24 V AC/DC, $ 141.84 
AUER,AU+B6524:B6585,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AB)  110/120 V AC, $ 128.82 
AUER,AU770001313,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AB)  230/240 V AC, $ 128.82 
AUER,AU770001405,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AB)  24 V AC/DC, $ 156.25 
AUER,AU770002310,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (RO)  110/120 V AC, $ 128.82 
AUER,AU770002313,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (RO)  230/240 V AC, $ 128.82 
AUER,AU770002405,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (RO)  24 V AC/DC, $ 156.25 
AUER,AU770004310,VLF Mod. luminoso  Xenón Estrobo 3 J (TR)  110/120 V AC, $ 128.82 
AUER,AU770004313,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (TR)  230/240 V AC, $ 128.82 
AUER,AU770004405,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (TR)  24 V AC/DC, $ 156.25 
AUER,AU770005310,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AZ)  110/120 V AC, $ 128.82 
AUER,AU770005313,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AZ)  230/240 V AC, $ 128.82 
AUER,AU770005405,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AZ)  24 V AC/DC, $ 156.25 
AUER,AU770006310,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (VE)  110/120 V AC, $ 128.82 
AUER,AU770006313,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (VE)  230/240 V AC, $ 128.82 
AUER,AU770006405,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (VE)  24 V AC/DC, $ 156.25 
AUER,AU770007310,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AM)  110/120 V AC, $ 128.82 
AUER,AU770007313,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AM)  230/240 V AC, $ 128.82 
AUER,AU770007405,VLF Mod. luminoso-zumbador  Xenón Estrobo 3 J (AM)  24 V AC/DC, $ 156.25 
AUER,AU771001310,VDF SIGNAL50 LED Estrobo (AB)  110/120 V AC, $ 159.51 
AUER,AU771001313,VDF SIGNAL50 LED Estrobo (AB)  230/240 V AC, $ 159.51 
AUER,AU771001405,VDF SIGNAL50 LED Estrobo (AB)  24 V AC/DC, $ 152.09 
AUER,AU771002310,VDF SIGNAL50 LED Estrobo (RO)  110/120 V AC, $ 159.51 
AUER,AU771002313,VDF SIGNAL50 LED Estrobo (RO)  230/240 V AC, $ 159.51 
AUER,AU771002405,VDF SIGNAL50 LED Estrobo (RO)  24 V AC/DC, $ 152.09 
AUER,AU781100310,VDE Mod. zumbadores IP65  base gris 110/120 V AC  Cont/Int 103 ó 88dB, $ 106.50 
AUER,AU781100313,VDE Mod. zumbadores IP65  base gris 230/240 V AC  Cont/Int 103 ó 88dB, $ 106.50 
AUER,AU781100404,VDE Mod. zumbadores IP65  base gris 12 V AC/DC  Cont/Int 103 ó 88dB, $ 99.06 
AUER,AU781100405,VDE Mod. zumbadores IP65  base gris 24 V AC/DC  Cont/Int 103 ó 88dB, $ 99.06 
AUER,AU781500310,VDE Mod. zumbadores IP65  base negra 110/120 V AC  Cont/Int 103 ó 88dB, $ 106.50 
AUER,AU781500313,VDE Mod. zumbadores IP65  base negra 230/240 V AC  Cont/Int 103 ó 88dB, $ 106.50 
AUER,AU781500404,VDE Mod. zumbadores IP65  base negra 12 V AC/DC  Cont/Int 103 ó 88dB, $ 99.06 
AUER,AU781500405,VDE Mod. zumbadores IP65  base negra 24 V AC/DC  Cont/Int 103 ó 88dB, $ 99.06 
AUER,AU782100310,VDZ Mod. zumbador IP65  base gris selec. externa 110/120 V AC  Cont/Int 103 ó 88, $ 119.52 
AUER,AU782100313,VDZ Mod. zumbador IP65  base gris selec. externa 230/240 V AC  Cont/Int 103 ó 88, $ 119.52 
AUER,AU782100404,VDZ Mod. zumbador IP65  base gris selec. externa 12 V AC/DC  Cont/Int 103 ó 88dB, $ 114.41 
AUER,AU782100405,VDZ Mod. zumbador IP65  base gris selec. externa 24 V AC/DC  Cont/Int 103 ó 88dB, $ 114.41 
AUER,AU782500310,VDZ Mod. zumbador IP65  base negra selec. externa 110/120 V AC  Cont/Int 103 ó 8, $ 119.52 
AUER,AU782500313,VDZ Mod. zumbador IP65  base negra selec. externa 230/240 V AC  Cont/Int 103 ó 8, $ 119.52 
AUER,AU782500404,VDZ Mod. zumbador IP65  base negra selec. externa 12 V AC/DC  Cont/Int 103 ó 88d, $ 114.41 
AUER,AU782500405,VDZ Mod. zumbador IP65  base negra selec. externa 24 V AC/DC  Cont/Int 103 ó 88d, $ 114.41 
AUER,AU790120900,VMW Base para montaje horizontal M20 base gris, $ 47.89 
AUER,AU790140900,VMV Base para montaje vertical base gris, $ 65.12 
AUER,AU790142900,VMR Base con tubo de aluminio y pie de plástico 100mm base gris, $ 81.84 
AUER,AU790143900,VMR Base con tubo de aluminio y pié de plástico 250mm base gris, $ 89.29 
AUER,AU790144900,VMR Base con tubo de aluminio y pié de plástico 400mm base gris, $ 100.92 
AUER,AU790172900,VSW Base con tubo de aluminio p/montaje horizontal con bornes 100mm base gris, $ 131.14 
AUER,AU790173900,VSW Base con tubo de aluminio p/montaje horizontal con bornes 250mm base gris, $ 148.35 
AUER,AU790174900,VSW Base con tubo de aluminio p/montaje horizontal con bornes 400mm base gris, $ 171.61 
AUER,AU790182900,VFR Base con tubo de aluminio y adaptador de montaje rápido 100mm base gris, $ 210.22 
AUER,AU790183900,VFR Base con tubo de aluminio y adaptador de montaje rápido 250mm base gris, $ 216.72 
AUER,AU790520900,VMW Base para montaje horizontal M20 base negra, $ 47.89 
AUER,AU790540900,VMV Base para montaje vertical base negra, $ 65.12 
AUER,AU790542900,VMR Base para montaje SIGNAL50 con tubo de aluminio y pié de plástico 100mm base, $ 81.84 
AUER,AU790543900,VMR Base con tubo de aluminio y pié de plástico 250mm base negra, $ 89.29 
AUER,AU790544900,VMR Base con tubo de aluminio y pié de plástico 400mm base negra, $ 100.92 
AUER,AU790552900,VSR Base con tubo de acero inox. y pié de zinc 100mm base negra, $ 148.82 
AUER,AU790553900,VSR Base con tubo de acero inox. y pié de zinc 250mm base negra, $ 168.82 
AUER,AU790572900,VSW Base con tubo de aluminio p/montaje horizontal con bornes 100mm base negra, $ 131.14 
AUER,AU790573900,VSW Base con tubo de aluminio p/montaje horizontal con bornes 250mm base negra, $ 148.35 
AUER,AU790574900,VSW Base con tubo de aluminio p/montaje horizontal con bornes 400mm base negra, $ 171.61 
AUER,AU790582900,VFR Base con tubo de aluminio y adaptador de montaje rápido 100mm base negra, $ 210.22 
AUER,AU790583900,VFR Base con tubo de aluminio y adaptador de montaje rápido 250mm base negra, $ 216.26 
AUER,AU790584900,VFR Base con tubo de aluminio y adaptador de montaje rápido 400mm base negra, $ 224.63 
AUER,AU800101310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base gris 110/120 V, $ 139.52 
AUER,AU800101313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base gris 230/240 V, $ 139.52 
AUER,AU800101404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base gris 12 V AC/D, $ 133.94 
AUER,AU800101405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base gris 24 V AC/D, $ 133.94 
AUER,AU800102310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (RO) base gris 110/120 V, $ 139.52 
AUER,AU800102313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (RO) base gris 230/240 V, $ 139.52 
AUER,AU800102404,IBS Ind. luminosos traspanel M22 I LED Fija/Intermitente (RO) base gris 12 V AC/, $ 133.94 
AUER,AU800102405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (RO) base gris 24 V AC/D, $ 133.94 
AUER,AU800104310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (TR) base gris 110/120 V, $ 193.45 
AUER,AU800104313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (TR) base gris 230/240 V, $ 193.45 
AUER,AU800104404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (TR) base gris 12 V AC/D, $ 149.29 
AUER,AU800104405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (TR) base gris 24 V AC/D, $ 149.29 
AUER,AU800105310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AZ) base gris 110/120 V, $ 193.45 
AUER,AU800105313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AZ) base gris 230/240 V, $ 193.45 
AUER,AU800105404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AZ) base gris 12 V AC/D, $ 149.29 
AUER,AU800105405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AZ) base gris 24 V AC/D, $ 149.29 
AUER,AU800106310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (VE) base gris 110/120 V, $ 193.45 
AUER,AU800106313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (VE) base gris 230/240 V, $ 193.45 
AUER,AU800106404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (VE) base gris 12 V AC/D, $ 149.29 
AUER,AU800106405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (VE) base gris 24 V AC/D, $ 149.29 
AUER,AU800107310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AM) base gris 110/120 V, $ 139.52 
AUER,AU800107313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AM) base gris 230/240 V, $ 139.52 
AUER,AU800107404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AM) base gris 12 V AC/D, $ 133.94 
AUER,AU800107405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AM) base gris 24 V AC/D, $ 133.94 
AUER,AU800111310,ISS Ind. luminosos traspanel M22 I LED Estrobo (AB) base gris 110/120 V AC/DC, $ 164.63 
AUER,AU800111313,ISS Ind. luminosos traspanel M22 I LED Estrobo (AB) base gris 230/240 V AC/DC, $ 164.63 
AUER,AU800111404,ISS Ind. luminosos traspanel M22 I LED Estrobo (AB) base gris 12 V AC/DC, $ 155.33 
AUER,AU800111405,ISS Ind. luminosos traspanel M22 I LED Estrobo (AB) base gris 24 V AC/DC, $ 155.33 
AUER,AU800112310,ISS Ind. luminosos traspanel M22 I LED Estrobo (RO) base gris 110/120 V AC/DC, $ 164.63 
AUER,AU800112313,ISS Ind. luminosos traspanel M22 I LED Estrobo (RO) base gris 230/240 V AC/DC, $ 164.63 
AUER,AU800112404,ISS Ind. luminosos traspanel M22 I LED Estrobo (RO) base gris 12 V AC/DC, $ 155.33 
AUER,AU800112405,ISS Ind. luminosos traspanel M22 I LED Estrobo (RO) base gris 24 V AC/DC, $ 155.33 
AUER,AU800226405,IDS Ind. luminoso traspanel LED Multicolor 2 colores separados  (RO)-(VE) base g, $ 152.55 
AUER,AU800326405,ITS Ind. luminoso traspanel LED Multicolor 2 colores 1/2 lente roja-verde base g, $ 153.93 
AUER,AU800501310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base negra 110/120 , $ 139.52 
AUER,AU800501313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base negra 230/240 , $ 139.52 
AUER,AU800501404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base negra 12 V AC/, $ 133.94 
AUER,AU800501405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base negra 24 V AC/, $ 133.94 
AUER,AU800502310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (RO) base negra 110/120 , $ 139.52 
AUER,AU800502313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (RO) base negra 230/240 , $ 139.52 
AUER,AU800502404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (RO) base negra 12 V AC/, $ 133.94 
AUER,AU800502405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (RO) base negra 24 V AC/, $ 133.94 
AUER,AU800504310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (TR) base negra 110/120 , $ 193.45 
AUER,AU800504313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (TR) base negra 230/240 , $ 193.45 
AUER,AU800504404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (TR) base negra 12 V AC/, $ 149.29 
AUER,AU800504405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (TR) base negra 24 V AC/, $ 149.29 
AUER,AU800505310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AZ) base negra 110/120 , $ 193.45 
AUER,AU800505313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AZ) base negra 230/240 , $ 193.45 
AUER,AU800505404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AZ) base negra 12 V AC/, $ 149.29 
AUER,AU800505405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AZ) base negra 24 V AC/, $ 149.29 
AUER,AU800506310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (VE) base negra 110/120 , $ 193.45 
AUER,AU800506313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (VE) base negra 230/240 , $ 193.45 
AUER,AU800506404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (VE) base negra 12 V AC/, $ 149.29 
AUER,AU800506405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (VE) base negra 24 V AC/, $ 149.29 
AUER,AU800507310,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AM) base negra 110/120 , $ 139.52 
AUER,AU800507313,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AM) base negra 230/240 , $ 139.52 
AUER,AU800507404,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AM) base negra 12 V AC/, $ 133.94 
AUER,AU800507405,IBS Ind. luminosos transpanel M22 I LED Fija/Intmitente (AM) base negra 24 V AC/, $ 133.94 
AUER,AU800511310,ISS Ind. luminosos traspanel M22 I LED Estrobo (AB) base negra 110/120 V AC/DC, $ 164.63 
AUER,AU800511313,ISS Ind. luminosos traspanel M22 I LED Estrobo (AB) base negra 230/240 V AC/DC, $ 164.63 
AUER,AU800511404,ISS Ind. luminosos traspanel M22 I LED Estrobo (AB) base negra 12 V AC/DC, $ 155.33 
AUER,AU800511405,ISS Ind. luminosos traspanel M22 I LED Estrobo (AB) base negra 24 V AC/DC, $ 155.33 
AUER,AU800512310,ISS Ind. luminosos traspanel M22 I LED Estrobo (RO) base negra 110/120 V AC/DC, $ 164.63 
AUER,AU800512313,ISS Ind. luminosos traspanel M22 I LED Estrobo (RO) base negra 230/240 V AC/DC, $ 164.63 
AUER,AU800512404,ISS Ind. luminosos traspanel M22 I LED Estrobo (RO) base negra 12 V AC/DC, $ 155.33 
AUER,AU800512405,ISS Ind. luminosos traspanel M22 I LED Estrobo (RO) base negra 24 V AC/DC, $ 155.33 
AUER,AU800626405,IDS Ind. luminoso traspanel LED Multicolor 2 colores separados rojo-verde base n, $ 152.55 
AUER,AU800726405,ITS Ind. luminoso traspanel LED Multicolor 2 colores 1/2 lente rojo-verde base n, $ 153.93 
AUER,AU801101310,IBM Ind. luminosos transpanel M22 I LED Fija/Intmitente (AB) base gris 110/120 V, $ 149.29 
